base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.22939, 0.75935, -1.80640, 0.23639, 1.01926, -1.64186, 0.24444, 0.93899, -1.90927, -0.26838, 0.95383, -1.70452
-0.22722, 0.76008, -1.80664, 0.23792, 1.02072, -1.64238, 0.24959, 0.93140, -1.91566, -0.27021, 0.95539, -1.70603
-0.22524, 0.76089, -1.80678, 0.23908, 1.02215, -1.64287, 0.25514, 0.92342, -1.92018, -0.27216, 0.95693, -1.70754
-0.22335, 0.76180, -1.80672, 0.24005, 1.02349, -1.64333, 0.26084, 0.91515, -1.92289, -0.27415, 0.95853, -1.70897
-0.22156, 0.76282, -1.80656, 0.24076, 1.02480, -1.64375, 0.26641, 0.90666, -1.92365, -0.27615, 0.96021, -1.71029
-0.21980, 0.76399, -1.80625, 0.24125, 1.02604, -1.64420, 0.27177, 0.89807, -1.92263, -0.27806, 0.96197, -1.71154
-0.21804, 0.76530, -1.80574, 0.24156, 1.02721, -1.64463, 0.27684, 0.88954, -1.92020, -0.27999, 0.96388, -1.71272
-0.21624, 0.76677, -1.80498, 0.24169, 1.02835, -1.64511, 0.28160, 0.88130, -1.91643, -0.28188, 0.96601, -1.71387
-0.21439, 0.76844, -1.80395, 0.24170, 1.02946, -1.64560, 0.28599, 0.87338, -1.91141, -0.28370, 0.96835, -1.71498
-0.21254, 0.77027, -1.80265, 0.24144, 1.03044, -1.64625, 0.28979, 0.86575, -1.90555, -0.28557, 0.97091, -1.71608
-0.21071, 0.77225, -1.80107, 0.24090, 1.03125, -1.64718, 0.29277, 0.85823, -1.89888, -0.28745, 0.97365, -1.71718
-0.20907, 0.77436, -1.79924, 0.23993, 1.03186, -1.64854, 0.29446, 0.85058, -1.89143, -0.28945, 0.97663, -1.71830
-0.20738, 0.77655, -1.79715, 0.23876, 1.03208, -1.65031, 0.29547, 0.84346, -1.88384, -0.29143, 0.97976, -1.71953
-0.20572, 0.77871, -1.79498, 0.23746, 1.03167, -1.65275, 0.29602, 0.83746, -1.87686, -0.29352, 0.98295, -1.72096
-0.20377, 0.78074, -1.79288, 0.23648, 1.03016, -1.65607, 0.29658, 0.83335, -1.87152, -0.29544, 0.98613, -1.72269
-0.20156, 0.78263, -1.79087, 0.23574, 1.02765, -1.66028, 0.29711, 0.83119, -1.86787, -0.29733, 0.98926, -1.72479
-0.19923, 0.78441, -1.78884, 0.23491, 1.02430, -1.66512, 0.29751, 0.83090, -1.86551, -0.29932, 0.99242, -1.72725
-0.19634, 0.78606, -1.78682, 0.23430, 1.02010, -1.67059, 0.29809, 0.83324, -1.86481, -0.30114, 0.99563, -1.73032
-0.19304, 0.78753, -1.78491, 0.23374, 1.01501, -1.67671, 0.29871, 0.83827, -1.86576, -0.30298, 0.99882, -1.73394
-0.18949, 0.78894, -1.78302, 0.23286, 1.00926, -1.68308, 0.29928, 0.84446, -1.86747, -0.30474, 1.00206, -1.73795
-0.18598, 0.79033, -1.78123, 0.23121, 1.00297, -1.68957, 0.29954, 0.85059, -1.86927, -0.30661, 1.00537, -1.74220
-0.18266, 0.79181, -1.77943, 0.22832, 0.99621, -1.69569, 0.29947, 0.85548, -1.87041, -0.30851, 1.00882, -1.74650
-0.17939, 0.79327, -1.77777, 0.22447, 0.98901, -1.70175, 0.29931, 0.85952, -1.87127, -0.31043, 1.01231, -1.75097
-0.17586, 0.79469, -1.77648, 0.21991, 0.98136, -1.70792, 0.29938, 0.86276, -1.87198, -0.31206, 1.01579, -1.75574
-0.17210, 0.79601, -1.77577, 0.21444, 0.97336, -1.71407, 0.30006, 0.86471, -1.87247, -0.31330, 1.01923, -1.76085
-0.16799, 0.79720, -1.77554, 0.20830, 0.96489, -1.72044, 0.30127, 0.86575, -1.87287, -0.31415, 1.02259, -1.76633
-0.16353, 0.79825, -1.77570, 0.20191, 0.95583, -1.72731, 0.30286, 0.86652, -1.87331, -0.31466, 1.02579, -1.77216
-0.15879, 0.79900, -1.77632, 0.19561, 0.94595, -1.73535, 0.30449, 0.86744, -1.87390, -0.31501, 1.02871, -1.77823
-0.15375, 0.79941, -1.77723, 0.18946, 0.93517, -1.74458, 0.30611, 0.86881, -1.87483, -0.31520, 1.03132, -1.78456
-0.14873, 0.79965, -1.77847, 0.18319, 0.92358, -1.75464, 0.30785, 0.87029, -1.87583, -0.31532, 1.03377, -1.79110
-0.14399, 0.79987, -1.77994, 0.17645, 0.91116, -1.76532, 0.30972, 0.87177, -1.87688, -0.31545, 1.03617, -1.79797
-0.14000, 0.80017, -1.78160, 0.16876, 0.89778, -1.77673, 0.31164, 0.87316, -1.87781, -0.31582, 1.03864, -1.80513
-0.13642, 0.80059, -1.78349, 0.16057, 0.88364, -1.78829, 0.31377, 0.87445, -1.87880, -0.31631, 1.04114, -1.81259
-0.13309, 0.80108, -1.78560, 0.15233, 0.86901, -1.79972, 0.31614, 0.87567, -1.87983, -0.31670, 1.04370, -1.82033
-0.12971, 0.80181, -1.78807, 0.14441, 0.85403, -1.81092, 0.31908, 0.87676, -1.88097, -0.31678, 1.04642, -1.82844
-0.12631, 0.80272, -1.79073, 0.13687, 0.83878, -1.82167, 0.32247, 0.87778, -1.88221, -0.31664, 1.04924, -1.83689
