base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.24749, 0.96077, -1.71385, 0.09837, 1.05938, -1.27754, 0.27762, 1.00449, -1.91562, -0.00309, 1.03480, -1.86914
-0.23909, 0.96693, -1.72116, 0.09623, 1.06094, -1.27678, 0.29518, 1.00547, -1.92064, -0.00612, 1.03535, -1.87779
-0.22944, 0.97362, -1.72728, 0.09407, 1.06254, -1.27581, 0.31227, 1.00642, -1.92527, -0.00918, 1.03610, -1.88670
-0.21895, 0.98082, -1.73196, 0.09179, 1.06419, -1.27474, 0.32781, 1.00730, -1.92983, -0.01244, 1.03708, -1.89571
-0.20774, 0.98860, -1.73472, 0.08949, 1.06582, -1.27339, 0.34115, 1.00811, -1.93480, -0.01589, 1.03834, -1.90501
-0.19634, 0.99695, -1.73568, 0.08710, 1.06747, -1.27196, 0.35198, 1.00897, -1.94007, -0.01951, 1.03985, -1.91448
-0.18514, 1.00594, -1.73470, 0.08465, 1.06910, -1.27059, 0.35985, 1.01014, -1.94563, -0.02335, 1.04164, -1.92419
-0.17493, 1.01572, -1.73128, 0.08218, 1.07067, -1.26941, 0.36286, 1.01193, -1.95154, -0.02748, 1.04378, -1.93410
-0.16568, 1.02623, -1.72561, 0.07968, 1.07218, -1.26845, 0.36191, 1.01422, -1.95791, -0.03177, 1.04621, -1.94420
-0.15717, 1.03745, -1.71784, 0.07717, 1.07377, -1.26761, 0.35870, 1.01693, -1.96477, -0.03621, 1.04890, -1.95453
-0.14960, 1.04945, -1.70794, 0.07488, 1.07553, -1.26692, 0.35442, 1.02004, -1.97226, -0.04054, 1.05190, -1.96519
-0.14304, 1.06224, -1.69585, 0.07275, 1.07752, -1.26632, 0.34969, 1.02354, -1.98044, -0.04485, 1.05520, -1.97620
-0.13700, 1.07558, -1.68193, 0.07073, 1.07966, -1.26563, 0.34450, 1.02705, -1.98908, -0.04883, 1.05859, -1.98741
-0.13116, 1.08931, -1.66657, 0.06888, 1.08197, -1.26480, 0.33918, 1.03014, -1.99801, -0.05229, 1.06191, -1.99877
-0.12508, 1.10345, -1.64997, 0.06727, 1.08449, -1.26351, 0.33441, 1.03238, -2.00714, -0.05470, 1.06501, -2.01011
-0.11903, 1.11772, -1.63210, 0.06575, 1.08709, -1.26195, 0.32968, 1.03409, -2.01635, -0.05653, 1.06791, -2.02154
-0.11301, 1.13200, -1.61299, 0.06435, 1.08971, -1.26016, 0.32464, 1.03551, -2.02545, -0.05805, 1.07055, -2.03298
-0.10690, 1.14609, -1.59285, 0.06316, 1.09222, -1.25817, 0.31906, 1.03671, -2.03420, -0.05929, 1.07275, -2.04449
-0.10091, 1.15983, -1.57165, 0.06207, 1.09465, -1.25592, 0.31306, 1.03778, -2.04261, -0.06045, 1.07463, -2.05596
-0.09511, 1.17314, -1.54953, 0.06109, 1.09704, -1.25365, 0.30726, 1.03891, -2.05114, -0.06153, 1.07632, -2.06760
-0.08981, 1.18577, -1.52648, 0.06013, 1.09941, -1.25135, 0.30214, 1.04036, -2.05995, -0.06289, 1.07801, -2.07951
-0.08515, 1.19757, -1.50273, 0.05914, 1.10176, -1.24920, 0.29816, 1.04216, -2.06932, -0.06464, 1.07970, -2.09175
-0.08090, 1.20850, -1.47863, 0.05818, 1.10410, -1.24714, 0.29471, 1.04414, -2.07904, -0.06652, 1.08131, -2.10416
-0.07716, 1.21846, -1.45429, 0.05715, 1.10650, -1.24515, 0.29148, 1.04625, -2.08907, -0.06849, 1.08281, -2.11677
-0.07379, 1.22703, -1.43023, 0.05606, 1.10885, -1.24341, 0.28831, 1.04843, -2.09940, -0.07044, 1.08414, -2.12942
-0.07073, 1.23462, -1.40652, 0.05496, 1.11120, -1.24186, 0.28532, 1.05061, -2.10993, -0.07238, 1.08529, -2.14218
-0.06771, 1.24137, -1.38331, 0.05409, 1.11349, -1.24051, 0.28254, 1.05278, -2.12066, -0.07420, 1.08618, -2.15501
-0.06448, 1.24735, -1.36045, 0.05357, 1.11566, -1.23935, 0.28013, 1.05488, -2.13160, -0.07599, 1.08682, -2.16782
-0.06112, 1.25271, -1.33848, 0.05348, 1.11772, -1.23848, 0.27807, 1.05690, -2.14263, -0.07762, 1.08713, -2.18063
-0.05790, 1.25758, -1.31787, 0.05351, 1.11964, -1.23783, 0.27614, 1.05876, -2.15377, -0.07931, 1.08721, -2.19343
-0.05515, 1.26226, -1.29906, 0.05361, 1.12145, -1.23728, 0.27409, 1.06043, -2.16506, -0.08100, 1.08704, -2.20624
-0.05284, 1.26682, -1.28257, 0.05382, 1.12312, -1.23683, 0.27209, 1.06191, -2.17640, -0.08272, 1.08667, -2.21910
-0.05089, 1.27117, -1.26868, 0.05395, 1.12470, -1.23658, 0.26983, 1.06321, -2.18790, -0.08443, 1.08608, -2.23189
-0.04904, 1.27529, -1.25818, 0.05394, 1.12623, -1.23651, 0.26713, 1.06438, -2.19948, -0.08622, 1.08536, -2.24446
-0.04721, 1.27915, -1.25269, 0.05366, 1.12765, -1.23672, 0.26379, 1.06544, -2.21107, -0.08808, 1.08454, -2.25670
-0.04534, 1.28265, -1.25038, 0.05323, 1.12906, -1.23712, 0.25995, 1.06634, -2.22280, -0.09003, 1.08356, -2.26877
-0.04363, 1.28559, -1.25013, 0.05250, 1.13044, -1.23776, 0.25553, 1.06711, -2.23470, -0.09227, 1.08247, -2.28081
-0.04179, 1.28757, -1.25142, 0.05161, 1.13180, -1.23867, 0.25089, 1.06767, -2.24677, -0.09471, 1.08123, -2.29291
-0.04014, 1.28877, -1.25354, 0.05056, 1.13317, -1.23978, 0.24569, 1.06804, -2.25902, -0.09753, 1.07982, -2.30506
-0.03888, 1.28941, -1.25612, 0.04959, 1.13456, -1.24101, 0.24037, 1.06826, -2.27128, -0.10055, 1.07819, -2.31721
-0.03861, 1.28962, -1.25817, 0.04877, 1.13601, -1.24231, 0.23472, 1.06837, -2.28350, -0.10396, 1.07631, -2.32936
-0.03954, 1.28951, -1.25921, 0.04829, 1.13758, -1.24356, 0.22901, 1.06836, -2.29559, -0.10787, 1.07410, -2.34145
-0.04101, 1.28938, -1.26001, 0.04802, 1.13918, -1.24486, 0.22322, 1.06823, -2.30758, -0.11172, 1.07171, -2.35343
-0.04290, 1.28951, -1.26074, 0.04781, 1.14077, -1.24628, 0.21730, 1.06799, -2.31951, -0.11531, 1.06923, -2.36511
-0.04493, 1.29037, -1.26185, 0.04779, 1.14234, -1.24789, 0.21153, 1.06764, -2.33142, -0.11798, 1.06672, -2.37646
-0.04691, 1.29156, -1.26325, 0.04782, 1.14385, -1.24974, 0.20567, 1.06717, -2.34332, -0.12021, 1.06415, -2.38748
-0.04869, 1.29296, -1.26469, 0.04789, 1.14532, -1.25179, 0.19941, 1.06659, -2.35532, -0.12231, 1.06147, -2.39816
-0.04989, 1.29446, -1.26610, 0.04779, 1.14663, -1.25413, 0.19228, 1.06584, -2.36755, -0.12444, 1.05871, -2.40856
-0.05062, 1.29601, -1.26754, 0.04760, 1.14785, -1.25681, 0.18433, 1.06498, -2.38000, -0.12677, 1.05586, -2.41864
-0.05094, 1.29757, -1.26909, 0.04758, 1.14901, -1.25973, 0.17613, 1.06399, -2.39246, -0.12906, 1.05289, -2.42840
-0.05093, 1.29913, -1.27055, 0.04789, 1.15016, -1.26292, 0.16763, 1.06294, -2.40491, -0.13162, 1.04986, -2.43781
-0.05073, 1.30067, -1.27188, 0.04860, 1.15133, -1.26627, 0.15895, 1.06182, -2.41734, -0.13444, 1.04679, -2.44686
-0.05021, 1.30223, -1.27330, 0.04949, 1.15247, -1.26977, 0.15033, 1.06060, -2.42972, -0.13710, 1.04369, -2.45570
-0.04941, 1.30376, -1.27484, 0.05037, 1.15355, -1.27333, 0.14207, 1.05923, -2.44194, -0.13927, 1.04069, -2.46435
-0.04834, 1.30538, -1.27645, 0.05100, 1.15455, -1.27683, 0.13456, 1.05766, -2.45390, -0.14051, 1.03785, -2.47294
-0.04690, 1.30694, -1.27823, 0.05156, 1.15548, -1.28030, 0.12732, 1.05600, -2.46572, -0.14109, 1.03508, -2.48141
-0.04520, 1.30849, -1.28001, 0.05201, 1.15632, -1.28366, 0.11995, 1.05427, -2.47755, -0.14125, 1.03237, -2.48972
-0.04286, 1.30993, -1.28198, 0.05244, 1.15709, -1.28687, 0.11213, 1.05254, -2.48957, -0.14114, 1.02960, -2.49787
-0.04018, 1.31125, -1.28403, 0.05279, 1.15773, -1.29001, 0.10362, 1.05081, -2.50164, -0.14073, 1.02683, -2.50578
-0.03722, 1.31241, -1.28621, 0.05318, 1.15832, -1.29310, 0.09463, 1.04901, -2.51364, -0.13971, 1.02409, -2.51355
-0.03420, 1.31336, -1.28852, 0.05350, 1.15878, -1.29637, 0.08505, 1.04710, -2.52541, -0.13783, 1.02140, -2.52118
-0.03120, 1.31405, -1.29093, 0.05369, 1.15916, -1.29980, 0.07481, 1.04506, -2.53693, -0.13498, 1.01882, -2.52869
-0.02826, 1.31455, -1.29361, 0.05394, 1.15948, -1.30334, 0.06449, 1.04291, -2.54812, -0.13150, 1.01636, -2.53622
-0.02535, 1.31488, -1.29641, 0.05414, 1.15978, -1.30697, 0.05425, 1.04065, -2.55899, -0.12765, 1.01406, -2.54378
-0.02262, 1.31504, -1.29963, 0.05432, 1.16013, -1.31071, 0.04463, 1.03821, -2.56947, -0.12354, 1.01203, -2.55173
-0.02002, 1.31505, -1.30307, 0.05460, 1.16045, -1.31445, 0.03540, 1.03571, -2.57969, -0.11933, 1.01012, -2.55971
