base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.33459, 0.62075, -2.08740, 0.14468, 0.56905, -2.00188, 0.34452, 0.97548, -2.42287, -0.23002, 0.85689, -2.39629
-0.33653, 0.62416, -2.08280, 0.14127, 0.57196, -1.99669, 0.34542, 0.97745, -2.41653, -0.23128, 0.85911, -2.39142
-0.33838, 0.62774, -2.07792, 0.13774, 0.57497, -1.99121, 0.34626, 0.97954, -2.40997, -0.23217, 0.86149, -2.38644
-0.34013, 0.63139, -2.07280, 0.13420, 0.57804, -1.98552, 0.34694, 0.98173, -2.40331, -0.23289, 0.86399, -2.38133
-0.34174, 0.63506, -2.06739, 0.13069, 0.58115, -1.97959, 0.34723, 0.98401, -2.39682, -0.23348, 0.86663, -2.37612
-0.34304, 0.63870, -2.06174, 0.12740, 0.58428, -1.97347, 0.34718, 0.98637, -2.39047, -0.23382, 0.86937, -2.37079
-0.34411, 0.64230, -2.05579, 0.12426, 0.58738, -1.96712, 0.34710, 0.98881, -2.38410, -0.23394, 0.87220, -2.36526
-0.34487, 0.64588, -2.04959, 0.12121, 0.59053, -1.96046, 0.34717, 0.99135, -2.37758, -0.23359, 0.87513, -2.35956
-0.34528, 0.64945, -2.04302, 0.11829, 0.59364, -1.95343, 0.34763, 0.99401, -2.37082, -0.23271, 0.87818, -2.35362
-0.34536, 0.65295, -2.03621, 0.11553, 0.59673, -1.94615, 0.34837, 0.99677, -2.36366, -0.23147, 0.88127, -2.34741
-0.34532, 0.65648, -2.02914, 0.11268, 0.59980, -1.93864, 0.34924, 0.99971, -2.35620, -0.23026, 0.88440, -2.34102
-0.34526, 0.65998, -2.02186, 0.10965, 0.60282, -1.93095, 0.35034, 1.00282, -2.34814, -0.22944, 0.88751, -2.33448
-0.34524, 0.66347, -2.01441, 0.10643, 0.60577, -1.92313, 0.35152, 1.00611, -2.33968, -0.22903, 0.89064, -2.32778
-0.34492, 0.66698, -2.00678, 0.10340, 0.60877, -1.91523, 0.35289, 1.00958, -2.33100, -0.22856, 0.89378, -2.32092
-0.34425, 0.67052, -1.99907, 0.10069, 0.61179, -1.90729, 0.35466, 1.01318, -2.32243, -0.22787, 0.89690, -2.31394
-0.34327, 0.67413, -1.99133, 0.09831, 0.61492, -1.89944, 0.35669, 1.01689, -2.31424, -0.22698, 0.90004, -2.30688
-0.34188, 0.67774, -1.98350, 0.09625, 0.61808, -1.89154, 0.35897, 1.02069, -2.30604, -0.22585, 0.90324, -2.29973
-0.34022, 0.68130, -1.97562, 0.09460, 0.62128, -1.88363, 0.36165, 1.02456, -2.29774, -0.22439, 0.90657, -2.29245
-0.33812, 0.68477, -1.96768, 0.09337, 0.62451, -1.87569, 0.36463, 1.02844, -2.28934, -0.22251, 0.91007, -2.28511
-0.33569, 0.68819, -1.95964, 0.09252, 0.62774, -1.86772, 0.36770, 1.03239, -2.28072, -0.22046, 0.91372, -2.27763
-0.33320, 0.69152, -1.95151, 0.09186, 0.63093, -1.85969, 0.37050, 1.03639, -2.27185, -0.21853, 0.91750, -2.27004
-0.33063, 0.69481, -1.94309, 0.09147, 0.63404, -1.85156, 0.37261, 1.04050, -2.26256, -0.21705, 0.92142, -2.26233
-0.32807, 0.69805, -1.93450, 0.09126, 0.63708, -1.84338, 0.37400, 1.04471, -2.25282, -0.21589, 0.92547, -2.25448
-0.32550, 0.70118, -1.92590, 0.09109, 0.64006, -1.83526, 0.37487, 1.04897, -2.24277, -0.21487, 0.92960, -2.24637
-0.32277, 0.70422, -1.91744, 0.09098, 0.64300, -1.82715, 0.37548, 1.05341, -2.23214, -0.21351, 0.93381, -2.23799
-0.32005, 0.70715, -1.90921, 0.09073, 0.64590, -1.81918, 0.37566, 1.05795, -2.22109, -0.21196, 0.93810, -2.22924
-0.31733, 0.71004, -1.90108, 0.09041, 0.64878, -1.81132, 0.37554, 1.06258, -2.20958, -0.21014, 0.94240, -2.22018
-0.31448, 0.71303, -1.89314, 0.09011, 0.65173, -1.80361, 0.37535, 1.06730, -2.19768, -0.20807, 0.94668, -2.21108
-0.31156, 0.71622, -1.88522, 0.08966, 0.65475, -1.79607, 0.37495, 1.07210, -2.18543, -0.20567, 0.95090, -2.20189
-0.30866, 0.71953, -1.87742, 0.08916, 0.65785, -1.78866, 0.37453, 1.07693, -2.17291, -0.20320, 0.95512, -2.19266
-0.30582, 0.72286, -1.86971, 0.08867, 0.66097, -1.78127, 0.37422, 1.08176, -2.16013, -0.20083, 0.95936, -2.18336
-0.30310, 0.72616, -1.86222, 0.08823, 0.66407, -1.77391, 0.37432, 1.08655, -2.14720, -0.19860, 0.96364, -2.17407
