base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.13117, 0.83253, -1.60774, 0.07487, 0.84752, -1.70519, -0.07818, 0.96735, -2.65514, -0.01512, 0.94155, -2.63081
-0.12865, 0.82660, -1.61212, 0.08229, 0.83110, -1.71073, -0.07548, 0.96767, -2.65504, -0.01319, 0.94041, -2.63062
-0.12643, 0.82055, -1.61633, 0.09052, 0.81554, -1.71589, -0.07263, 0.96795, -2.65486, -0.01208, 0.93924, -2.63044
-0.12430, 0.81441, -1.62037, 0.09970, 0.80114, -1.72057, -0.06981, 0.96827, -2.65458, -0.01151, 0.93806, -2.63013
-0.12243, 0.80824, -1.62423, 0.10996, 0.78848, -1.72470, -0.06755, 0.96868, -2.65395, -0.01128, 0.93695, -2.62968
-0.12067, 0.80203, -1.62793, 0.12108, 0.77741, -1.72816, -0.06570, 0.96915, -2.65315, -0.01111, 0.93590, -2.62908
-0.11916, 0.79574, -1.63147, 0.13240, 0.76743, -1.73085, -0.06413, 0.96964, -2.65224, -0.01093, 0.93489, -2.62848
-0.11790, 0.78934, -1.63478, 0.14361, 0.75849, -1.73228, -0.06288, 0.97007, -2.65128, -0.01041, 0.93393, -2.62801
-0.11679, 0.78280, -1.63792, 0.15447, 0.75042, -1.73227, -0.06173, 0.97043, -2.65038, -0.00928, 0.93300, -2.62763
-0.11587, 0.77624, -1.64090, 0.16422, 0.74300, -1.73141, -0.06081, 0.97073, -2.64956, -0.00796, 0.93212, -2.62735
-0.11506, 0.76971, -1.64380, 0.17190, 0.73591, -1.72991, -0.06016, 0.97100, -2.64892, -0.00651, 0.93132, -2.62715
-0.11411, 0.76329, -1.64661, 0.17615, 0.72883, -1.72795, -0.05963, 0.97124, -2.64861, -0.00490, 0.93056, -2.62701
-0.11331, 0.75698, -1.64937, 0.17843, 0.72205, -1.72553, -0.05937, 0.97145, -2.64843, -0.00336, 0.92988, -2.62690
-0.11264, 0.75077, -1.65213, 0.17995, 0.71567, -1.72263, -0.05904, 0.97163, -2.64824, -0.00195, 0.92923, -2.62682
-0.11222, 0.74474, -1.65488, 0.18126, 0.70986, -1.71918, -0.05870, 0.97175, -2.64797, -0.00101, 0.92865, -2.62673
-0.11201, 0.73883, -1.65768, 0.18307, 0.70473, -1.71517, -0.05828, 0.97182, -2.64754, -0.00041, 0.92809, -2.62658
